month,date,year,title,description,imageurl,moreinfourl
JUNE,4,1994,Quasar 3C 273,"The quasar 3C 273 resides at the heart of a galaxy nearly 2 billion light-years away. A quasar is a brilliant source of energy at the center of a distant galaxy, and is believed to flare up when gas, dust or other material falls onto a supermassive black hole at the galaxy’s core.",https://imagine.gsfc.nasa.gov/hst_bday/images/june-4-2019-quasar-3c-273.jpg,https://hubblesite.org/contents/media/images/2003/03/1289-Image.html
JUNE,5,2007,Jupiter,"Jupiter's turbulent clouds are always changing as they encounter atmospheric disturbances while sweeping around the planet at hundreds of miles per hour. This image includes a dark, serpent-shaped structure that is actually a small tear in the cloud deck.",https://imagine.gsfc.nasa.gov/hst_bday/images/june-5-2019-jupiter.jpg,https://hubblesite.org/contents/media/images/2007/25/2152-Image.html
JUNE,6,2003,Galaxy I Zwicky 18,"This image captures the irregular dwarf galaxy I Zwicky 18 and a companion galaxy to its upper right. The two galaxies are interacting, triggering star formation in I Zwicky 18.",https://imagine.gsfc.nasa.gov/hst_bday/images/june-6-2019-galaxy-i-zwicky-18.jpg,https://hubblesite.org/contents/media/images/2004/35/1621-Image.html
JUNE,7,2010,Jupiter,"Hubble took this image of Jupiter four days after a giant meteor burned up in the planet's cloud tops. Hubble found no sign of dark debris at the site, meaning the meteor did not plunge deep enough into the atmosphere to explode and leave behind any telltale marks.",https://imagine.gsfc.nasa.gov/hst_bday/images/june-7-2019-jupiter.jpg,https://hubblesite.org/contents/media/images/2010/20/2742-Image.html
JUNE,8,2003,Sombrero Galaxy,"The Sombrero galaxy's hallmark is a brilliant white core encircled by thick lanes of dust. As seen from Earth, the spiral galaxy is tilted nearly edge-on.",https://imagine.gsfc.nasa.gov/hst_bday/images/june-8-2019-sombrero-galaxy.jpg,https://hubblesite.org/contents/media/images/2003/28/1415-Image.html
JUNE,9,2001,Galaxy NGC 6782,"This spiral galaxy, NGC 6782, exhibits tightly wound spiral arms and a spectacular, nearly circular bright ring surrounding its nucleus. The ring contains many recently formed hot stars.",https://imagine.gsfc.nasa.gov/hst_bday/images/june-9-2019-galaxy-ngc-6782.jpg,https://hubblesite.org/contents/media/images/2001/37/1122-Image.html
JUNE,10,2006,Galaxy NGC 7674,NGC 7674 is a spiral galaxy tilted nearly face-on to Earth. Faint streamers below and to the left of the galaxy have been created by gravitational interactions with companion galaxies.,https://imagine.gsfc.nasa.gov/hst_bday/images/june-10-2019-galaxy-ngc-7674.jpg,https://hubblesite.org/contents/media/images/2008/16/2297-Image.html
JUNE,11,1997,Star Cluster Omega Centauri,"This view shows about 50,000 stars at the heart of Omega Centauri, a huge globular star cluster 17,000 light-years from Earth. Omega Centauri is the biggest and brightest globular cluster in the Milky Way, and one of the few that can be seen by the unaided eye.",https://imagine.gsfc.nasa.gov/hst_bday/images/june-11-2019-star-cluster-omega-centauri.jpg,https://hubblesite.org/contents/media/images/2001/33/1117-Image.html
JUNE,12,2002,Galaxy Cluster Abell 1689,"This image shows the inner region of Abell 1689, an immense cluster of galaxies located 2.2 billion light-years away. Astronomers used Hubble to map the distrubition of dark matter in the galaxy cluster.",https://imagine.gsfc.nasa.gov/hst_bday/images/june-12-2019-galaxy-cluster-abell-1689.jpg,https://hubblesite.org/contents/media/images/2010/26/2758-Image.html
JUNE,13,2005,Star VY Canis Majoris,"The hypergiant star VY Canis Majoris is surrounded by clouds of gas that it has cast off in a long series of outbursts. These eruptions have formed loops, arcs and knots of material moving at various speeds and in many different directions.",https://imagine.gsfc.nasa.gov/hst_bday/images/june-13-2019-star-vy-canis-majoris.jpg,https://hubblesite.org/contents/media/images/2007/03/2039-Image.html
JUNE,14,2002,Galaxy Cluster Abell 1689,"This image shows the inner region of Abell 1689, an immense cluster of galaxies located 2.2 billion light-years away. Astronomers used Hubble to map the distrubition of dark matter in the galaxy cluster.",https://imagine.gsfc.nasa.gov/hst_bday/images/june-14-2019-galaxy-cluster-abell-1689.jpg,https://hubblesite.org/contents/media/images/2010/26/2758-Image.html
JUNE,15,1999,Globular Cluster M22,"M22 is one of about 150 globular star clusters in the Milky Way. Located just 10,000 light-years away in the constellation Sagettarius, it is one of the closest globular clusters to Earth.",https://imagine.gsfc.nasa.gov/hst_bday/images/june-15-2019-globular-cluster-m22.jpg,https://hubblesite.org/contents/media/images/2001/20/1075-Image.html
JUNE,16,2002,Galaxy Cluster Abell 1689,"This image shows the inner region of Abell 1689, an immense cluster of galaxies located 2.2 billion light-years away. Astronomers used Hubble to map the distrubition of dark matter in the galaxy cluster.",https://imagine.gsfc.nasa.gov/hst_bday/images/june-16-2019-galaxy-cluster-abell-1689.jpg,https://hubblesite.org/contents/media/images/2010/26/2758-Image.html
JUNE,17,1999,Stephan's Quintet,"This close-up shows four of the five galaxies that make up Stephan’s Quintet. The image reveals bright, blue clusters of stars, born from the violent interactions between some of the member galaxies.",https://imagine.gsfc.nasa.gov/hst_bday/images/june-17-2019-stephan-s-quintet.jpg,https://hubblesite.org/contents/media/images/2001/22/1082-Image.html?itemsPerPage=100&page=8&filterUUID=8a87f02e-e18b-4126-8133-2576f4fdc5e2&news=true
JUNE,18,1996,Hubble-V Nebula,"Hubble-V is an active star-forming region within galaxy NGC 6822. The cloud is about 200 light-years across and contains a dense knot of dozens of ultra-hot stars, each 100,000 times brighter than our Sun.",https://imagine.gsfc.nasa.gov/hst_bday/images/june-18-2019-hubble-v-nebula.jpg,https://hubblesite.org/contents/media/images/2001/39/1126-Image.html
JUNE,19,2019,Interacting Galaxies AM 2026-424,"The colliding galaxies AM 2026-424 resemble a face. Each ""eye"" is the bright core of a galaxy, one of which slammed into another. The outline of the face is a ring of young blue stars. Other clumps of new stars form a nose and mouth.",https://imagine.gsfc.nasa.gov/hst_bday/images/june-19-2019-interacting-galaxies-am-2026-424.png,https://hubblesite.org/contents/media/images/2019/51/4574-Image
JUNE,20,2002,Galaxy Cluster Abell 1689,"This image shows the inner region of Abell 1689, an immense cluster of galaxies located 2.2 billion light-years away. Astronomers used Hubble to map the distrubition of dark matter in the galaxy cluster.",https://imagine.gsfc.nasa.gov/hst_bday/images/june-20-2019-galaxy-cluster-abell-1689.jpg,https://hubblesite.org/contents/media/images/2010/26/2758-Image.html
JUNE,21,2002,Galaxy Cluster Abell 1689,"This image shows the inner region of Abell 1689, an immense cluster of galaxies located 2.2 billion light-years away. Astronomers used Hubble to map the distrubition of dark matter in the galaxy cluster.",https://imagine.gsfc.nasa.gov/hst_bday/images/june-21-2019-galaxy-cluster-abell-1689.jpg,https://hubblesite.org/contents/media/images/2010/26/2758-Image.html
JUNE,22,2012,Interacting Galaxies Arp 142,"The interacting galaxy duo near the bottom of this image is Arp 142. The pair contains the disturbed, star-forming spiral galaxy NGC 2936 along with its elliptical companion NGC 2937 at lower left. Above them is an unrelated, bluish galaxy called UGC 5130.",https://imagine.gsfc.nasa.gov/hst_bday/images/june-22-2019-interacting-galaxies-arp-142.jpg,https://hubblesite.org/contents/media/images/2013/23/3195-Image.html
JUNE,23,2004,Galaxies in the Groth Strip,"This field of galaxies is just a small part of a cosmic tapestry Hubble imaged as part of the All-wavelength Extended Groth Strip International Survey. In it are galaxies of all shapes, sizes, colors, and distances. Larger ones are nearby, while the smallest ones are far away.",https://imagine.gsfc.nasa.gov/hst_bday/images/june-23-2019-galaxies-in-the-groth-strip.jpg,https://hubblesite.org/contents/media/images/2007/06/2046-Image.html
JUNE,24,2002,Supernova 2002dd,"This image captures a stellar explosion called a supernova in a small part of the sky known as the Hubble Deep Field. The supernova, designated SN 2002dd, appears as a red dot near the center of the image.",https://imagine.gsfc.nasa.gov/hst_bday/images/june-24-2019-supernova-2002dd.jpg,https://hubblesite.org/contents/media/images/2003/12/1327-Image.html
JUNE,25,2011,Neptune,Neptune is the most distant major planet in our solar system. This image reveals high-altitude clouds in the northern and southern hemispheres of the planet. These clouds are composed of methane ice crystals.,https://imagine.gsfc.nasa.gov/hst_bday/images/june-25-2019-neptune.jpg,https://hubblesite.org/contents/media/images/2011/19/2860-Image.html
JUNE,26,2000,Seyfert's Sextet,"At first, Seyfert's Sextet looks like six galaxies grouped closely together. However, the small galaxy with the prominent spiral arms (right of center) is much farther away than the others, and a bright clump to the lower right is material torn from one of the other galaxies.",https://imagine.gsfc.nasa.gov/hst_bday/images/june-26-2019-seyfert-s-sextet.jpg,https://hubblesite.org/contents/media/images/2002/22/1242-Image.html
JUNE,27,2002,Galaxy Cluster RDCS 1252.9-2927,"This image captures the massive galaxy clutser RDCS 1252.9-2927. The galaxies in the cluster already existed when the universe was just 5 billion years old, or about 35 percent of its present age.",https://imagine.gsfc.nasa.gov/hst_bday/images/june-27-2019-galaxy-cluster-rdcs-1252-9-2927.jpg,https://hubblesite.org/contents/media/images/2004/01/1433-Image.html
JUNE,28,2005,Quasar MC2 1635+119,This image shows shells of stars around a quasar known as MC2 1635+119. Quasars are among the brightest objects in the universe. They reside in the centers of galaxies and are powered by supermassive black holes.,https://imagine.gsfc.nasa.gov/hst_bday/images/june-28-2019-quasar-mc2-1635-119.jpg,https://hubblesite.org/contents/news-releases/2007/news-2007-39.html
JUNE,29,2012,Pluto System,"This image captures Pluto and its five moons. Pluto is the large dot at the center. Its largest moon, Charon, appears below Pluto. Moving clockwise from the left, the smaller moons are Hydra, Styx, Nyx and Kerberos.",https://imagine.gsfc.nasa.gov/hst_bday/images/june-29-2019-pluto-system.jpg,https://hubblesite.org/contents/media/images/2012/32/3083-Image.html
JUNE,30,1998,Ant Nebula,The Ant Nebula displays intriguing symmetrical patterns in the lobes of gas being ejected from a dying Sun-like star at its center.,https://imagine.gsfc.nasa.gov/hst_bday/images/june-30-2019-ant-nebula.jpg,https://hubblesite.org/contents/media/images/2001/05/1020-Image.html
JULY,1,1993,Comet Shoemaker-Levy 9 Fragments,"This image captures the brightest ""nucleus"" in a string of approximately 20 that comprised the broken-up comet Shoemaker-Levy 9. The image reveals that the bright segment is actually a group of at least four separate pieces.",https://imagine.gsfc.nasa.gov/hst_bday/images/july-1-2019-comet-shoemaker-levy-9-fragments.jpg,https://hubblesite.org/contents/media/images/1993/22/117-Image.html
JULY,2,2011,Necklace Nebula,"The Necklace Nebula contains the glowing remains of an ordinary, Sun-like star shedding material at the end of its life. The nebula consists of a bright ring, measuring 12 trillion miles across, dotted with dense, bright knots of gas that resemble diamonds in a necklace.",https://imagine.gsfc.nasa.gov/hst_bday/images/july-2-2019-necklace-nebula.jpg,https://hubblesite.org/contents/media/images/2011/24/2886-Image.html
JULY,3,1999,Star Cluster 47 Tucanae,"This image shows the core of the globular star cluster 47 Tucanae. The entire cluster contains about a million stars, with many packed tightly in the core.",https://imagine.gsfc.nasa.gov/hst_bday/images/july-3-2019-star-cluster-47-tucanae.jpg,https://hubblesite.org/contents/media/images/2006/33/1951-Image.html
JULY,4,2002,Carina Nebula,"This close-up view shows only a three-light-year-wide portion of the entire Carina Nebula, which has a diameter of over 200 light-years. Located 8,000 light-years from Earth, the nebula can be seen in the southern sky with the naked eye.",https://imagine.gsfc.nasa.gov/hst_bday/images/july-4-2019-carina-nebula.jpg,https://hubblesite.org/contents/media/images/2003/31/1424-Image.html
JULY,5,2001,Trifid Nebula,"The Trifid Nebula is a stellar nursery criss-crossed by huge, dark lanes of dust. This image provides a close-up view of the center of the nebula, near the intersection of the dust bands, and a group of recently formed, massive, bright stars.",https://imagine.gsfc.nasa.gov/hst_bday/images/july-5-2019-trifid-nebula.jpg,https://hubblesite.org/contents/media/images/2004/17/1542-Image.html
JULY,6,2012,Planetary Nebula NGC 5189,"The knotty, filamentary structure of NGC 5189 formed as a dying star shed its outer layers. Interestingly, this planetary nebula has two nested structures tilted with respect to each other.",https://imagine.gsfc.nasa.gov/hst_bday/images/july-6-2019-planetary-nebula-ngc-5189.jpg,https://hubblesite.org/contents/media/images/2012/49/3124-Image.html
JULY,7,2010,Galaxy Cluster Abell 1689,"This image shows the center of Abell 1689, an immense cluster of galaxies located 2.2 billion light-years away. Astronomers used Hubble to map the distrubition of dark matter in the galaxy cluster.",https://imagine.gsfc.nasa.gov/hst_bday/images/july-7-2019-galaxy-cluster-abell-1689.jpg,https://hubblesite.org/contents/media/images/2013/36/3238-Image.html
JULY,8,2008,Jupiter's Spots,"This image provides a close look at Jupiter's famous Great Red Spot and a smaller storm dubbed ""Red Spot Jr."" below it. To the right of the Great Red Spot is the remnant of an even smaller spot that has faded and is being consumed by the much larger storm.",https://imagine.gsfc.nasa.gov/hst_bday/images/july-8-2019-jupiter-s-spots.jpg,https://hubblesite.org/contents/media/images/2008/27/2370-Image.html
JULY,9,2001,Hoag's Object,"A nearly perfect ring of hot, blue stars pinwheels about the yellow nucleus of an unusual galaxy known as Hoag's Object. Curiously, a background object that bears an uncanny resemblance to Hoag's Object can be seen in the gap at the one o'clock position.",https://imagine.gsfc.nasa.gov/hst_bday/images/july-9-2019-hoag-s-object.jpg,https://hubblesite.org/contents/media/images/2002/21/1241-Image.html
JULY,10,2004,Galaxy NGC 4068,This image captures a starburst region in the dwarf galaxy NGC 4068. Starburst regions are areas of intense star formation.,https://imagine.gsfc.nasa.gov/hst_bday/images/july-10-2019-galaxy-ngc-4068.jpg,https://hubblesite.org/contents/media/images/2009/19/2556-Image.html
JULY,11,2000,Interacting Galaxies UGC 06471 and UGC 06472,"This image shows a cosmic collision between two galaxies, UGC 06471 and UGC 06472. The colliding galaxies are 145 million light-years from Earth. Such collisions distort the shapes of the galaxies as they merge and eventually form a larger galaxy.",https://imagine.gsfc.nasa.gov/hst_bday/images/july-11-2019-interacting-galaxies-ugc-06471-and-ugc-06472.jpg,https://hubblesite.org/contents/media/images/2001/04/1019-Image.html?news=true
JULY,12,2002,Galaxy Cluster TN J1338-1942,"The galaxy cluster TN J1338-1942 contains a massive embryonic galaxy surrounded by smaller developing galaxies. The central galaxy has spectacular radio-emitting jets, fueled by a supermassive black hole deep within the galaxy's nucleus.",https://imagine.gsfc.nasa.gov/hst_bday/images/july-12-2019-galaxy-cluster-tn-j1338-1942.jpg,https://hubblesite.org/contents/news-releases/2004/news-2004-01.html
JULY,13,2004,Star Cluster NGC 346,This image captures a dynamic star-forming region in a nearby dwarf galaxy called the Small Magellanic Cloud. At the center is a brilliant star cluster called NGC 346.,https://imagine.gsfc.nasa.gov/hst_bday/images/july-13-2019-star-cluster-ngc-346.jpg,https://hubblesite.org/contents/media/images/2005/35/1818-Image.html
JULY,14,2000,Supernova Remnant N 49,N 49 is a supernova remnant in a neighboring galaxy called the Large Magellanic Cloud. The delicate filaments are sheets of debris from a stellar explosion whose light would have reached Earth thousands of years ago.,https://imagine.gsfc.nasa.gov/hst_bday/images/july-14-2019-supernova-remnant-n-49.jpg,https://hubblesite.org/contents/media/images/2003/20/1379-Image.html
JULY,15,2009,Core of Star Cluster Omega Centauri,"This view shows stars at the heart of Omega Centauri, one of roughly 150 globular clusters in our Milky Way galaxy. The behemoth stellar grouping is the biggest and brightest globular cluster in the Milky Way, and one of the few that can be seen by the unaided eye.",https://imagine.gsfc.nasa.gov/hst_bday/images/july-15-2019-core-of-star-cluster-omega-centauri.jpg,https://hubblesite.org/contents/media/images/2009/25/2609-Image.html
JULY,16,2006,Galaxy ESO 239-2,"ESO 239-2 is the result of a cosmic collision between galaxies that will eventually result in a larger ""elliptical"" galaxy. The intermediate stage captured here shows a galaxy with long tails of dust and gas that envelope the galaxy's core.",https://imagine.gsfc.nasa.gov/hst_bday/images/july-16-2019-galaxy-eso-239-2.jpg,https://hubblesite.org/contents/media/images/2008/16/2329-Image.html
JULY,17,2002,Galaxy NGC 300,"NGC 300 is a spiral galaxy similar to our own Milky Way galaxy. Some of the bright blue specks in this image are young, massive stars called blue supergiants, and they are among the brightest stars seen in spiral galaxies.",https://imagine.gsfc.nasa.gov/hst_bday/images/july-17-2019-galaxy-ngc-300.jpg,https://hubblesite.org/contents/media/images/2004/13/1509-Image.html
JULY,18,1997,Interacting Galaxies AM 1316-241,AM 1316-241 is made up of two interacting galaxies: a spiral galaxy (on the left) in front of an elliptical galaxy (on the right). The starlight from the background elliptical galaxy is partially obscured by bands and filaments of dust in the foreground spiral galaxy.,https://imagine.gsfc.nasa.gov/hst_bday/images/july-18-2019-interacting-galaxies-am-1316-241.jpg,https://hubblesite.org/contents/media/images/2008/16/2305-Image.html
JULY,19,2002,Galaxy NGC 300,"NGC 300 is a spiral galaxy similar to our own Milky Way galaxy. Some of the bright blue specks in this image are young, massive stars called blue supergiants, and they are among the brightest stars seen in spiral galaxies.",https://imagine.gsfc.nasa.gov/hst_bday/images/july-19-2019-galaxy-ngc-300.jpg,https://hubblesite.org/contents/media/images/2004/13/1509-Image.html
JULY,20,1997,Ant Nebula,The Ant Nebula displays intriguing symmetrical patterns in the lobes of gas being ejected from a dying Sun-like star at its center.,https://imagine.gsfc.nasa.gov/hst_bday/images/july-20-2019-ant-nebula.jpg,https://hubblesite.org/contents/media/images/2001/05/1020-Image.html
JULY,21,2004,Antennae Galaxies,"The two merging spiral galaxies that comprise the Antennae galaxies began their interaction only a few hundred million years ago. Over the course of the merger, billions of stars will be formed.",https://imagine.gsfc.nasa.gov/hst_bday/images/july-21-2019-antennae-galaxies.jpg,https://hubblesite.org/contents/media/images/2006/46/1995-Image.html
JULY,22,2006,Protostar IRAS 20324+4057,"This caterpillar-shaped knot, called IRAS 20324+4057, is a protostar that is in the process of growing from the dust and gas surrounding it. However, other bright stars are blasting ultraviolet radiation at this ""wanna-be"" star and sculpting the gas and dust into its long shape.",https://imagine.gsfc.nasa.gov/hst_bday/images/july-22-2019-protostar-iras-20324-4057.jpg,https://hubblesite.org/contents/media/images/2013/35/3233-Image.html
JULY,23,2009,Impact Scar on Jupiter,"This image of Jupiter reveals an elongated, dark spot at lower right. The unexpected blemish was created when an asteroid plunged into Jupiter and exploded, scattering debris into the giant planet's cloud tops.",https://imagine.gsfc.nasa.gov/hst_bday/images/july-23-2019-impact-scar-on-jupiter.jpg,https://hubblesite.org/contents/news-releases/2010/news-2010-16.html
JULY,24,1996,Jupiter and Io,This image shows Jupiter's volcanic moon Io passing above the turbulent clouds of the giant planet. The conspicuous black spot on Jupiter is Io's shadow. The shadow sweeps across the face of Jupiter at 17 kilometers per second.,https://imagine.gsfc.nasa.gov/hst_bday/images/july-24-2019-jupiter-and-io.jpg,https://hubblesite.org/contents/media/images/1996/30/442-Image.html
JULY,25,1999,Hickson Compact Group 87,"This troupe of galaxies, known as Hickson Compact Group 87, is performing an intricate dance orchestrated by the mutual gravitational forces acting between them. The small spiral near the center could either be a member or an unrelated background object.",https://imagine.gsfc.nasa.gov/hst_bday/images/july-25-2019-hickson-compact-group-87.jpg,https://hubblesite.org/contents/media/images/1999/31/868-Image.html
JULY,26,2010,Andromeda Galaxy,"Over 100 million stars are on display in this portion of the Andromeda galaxy, located over 2 million light-years away. This portrait of our galactic neighbor is the largest image yet assembled by Hubble.",https://imagine.gsfc.nasa.gov/hst_bday/images/july-26-2019-andromeda-galaxy.jpg,https://hubblesite.org/contents/news-releases/2015/news-2015-02.html
JULY,27,2010,Andromeda Galaxy,"Over 100 million stars are on display in this portion of the Andromeda galaxy, located over 2 million light-years away. This portrait of our galactic neighbor is the largest image yet assembled by Hubble.",https://imagine.gsfc.nasa.gov/hst_bday/images/july-27-2019-andromeda-galaxy.jpg,https://hubblesite.org/contents/news-releases/2015/news-2015-02.html
JULY,28,2017,Triangulum Galaxy,"This mosaic captures the nearby Triangulum galaxy. Striking areas of star birth glow bright blue throughout the galaxy, particularly in beautiful nebulas of hot gas like star-forming region NGC 604 in the upper left.",https://imagine.gsfc.nasa.gov/hst_bday/images/july-28-2019-triangulum-galaxy.png,https://hubblesite.org/contents/media/images/2019/01/4305-Image.html
JULY,29,2006,Star Cluster Trumpler 14,"Called Trumpler 14, this cluster of stars is located 8,000 light-years away in a huge star-forming region known as the Carina Nebula. The cluster is only 500,000 years old and has one of the highest concentrations of bright, massive stars in the entire Milky Way.",https://imagine.gsfc.nasa.gov/hst_bday/images/july-29-2019-star-cluster-trumpler-14.jpg,https://hubblesite.org/contents/media/images/2016/03/3693-Image.html
JULY,30,1995,Hourglass Nebula,The Hourglass Nebula has been formed by a dying Sun-like star shedding its outer layers of gas. One theory suggests that the hourglass shape is produced as a fast stellar wind encounters a slowly expanding cloud that is more dense near the star’s equator than near its poles.,https://imagine.gsfc.nasa.gov/hst_bday/images/july-30-2019-hourglass-nebula.jpg,https://hubblesite.org/contents/media/images/1996/07/397-Image.html
JULY,31,2017,Triangulum Galaxy,"This mosaic captures the nearby Triangulum galaxy. Striking areas of star birth glow bright blue throughout the galaxy, particularly in beautiful nebulas of hot gas like star-forming region NGC 604 in the upper left.",https://imagine.gsfc.nasa.gov/hst_bday/images/july-31-2019-triangulum-galaxy.png,https://hubblesite.org/contents/media/images/2019/01/4305-Image.html
AUGUST,1,2005,Galaxy NGC 1672,"NGC 1672 is a barred spiral galaxy. Its arms do not twist all the way to the galaxy's center but attach to the ends of a bar of stars that extends from the nucleus. Clusters of hot, young, blue stars form along the spiral arms, while surrounding clouds of hydrogen gas glow red.",https://imagine.gsfc.nasa.gov/hst_bday/images/august-1-2019-galaxy-ngc-1672.jpg,https://hubblesite.org/contents/media/images/2007/15/2092-Image.html
AUGUST,2,1997,Hubble-V Nebula,"Hubble-V is an active star-forming region within galaxy NGC 6822. The cloud is about 200 light-years across and contains a dense knot of dozens of ultra-hot stars, each 100,000 times brighter than our Sun.",https://imagine.gsfc.nasa.gov/hst_bday/images/august-2-2019-hubble-v-nebula.jpg,https://hubblesite.org/contents/media/images/2001/39/1126-Image.html
AUGUST,3,2009,Impact Scar on Jupiter,"This image shows a scar on Jupiter. The unexpected blemish was created when an object (likely an asteroid) plunged into Jupiter and exploded, scattering debris into the giant planet's cloud tops.",https://imagine.gsfc.nasa.gov/hst_bday/images/august-3-2019-impact-scar-on-jupiter.jpg,https://hubblesite.org/contents/news-releases/2010/news-2010-16.html
AUGUST,4,2001,Herbig-Haro 24,"A partially obscured, newborn star near the center of this image is shooting twin jets into the surrounding gas and dust. The shocks from the collision light up patches of nebulosity collectively called Herbig-Haro 24.",https://imagine.gsfc.nasa.gov/hst_bday/images/august-4-2019-herbig-haro-24.jpg,https://hubblesite.org/contents/media/images/2015/42/3656-Image.html
AUGUST,5,2011,Andromeda Galaxy,"Over 100 million stars are on display in this portion of the Andromeda galaxy, located over 2 million light-years away. This portrait of our galactic neighbor is the largest image yet assembled by Hubble.",https://imagine.gsfc.nasa.gov/hst_bday/images/august-5-2019-andromeda-galaxy.jpg,https://hubblesite.org/contents/news-releases/2015/news-2015-02.html
AUGUST,6,2011,Andromeda Galaxy,"Over 100 million stars are on display in this portion of the Andromeda galaxy, located over 2 million light-years away. This portrait of our galactic neighbor is the largest image yet assembled by Hubble.",https://imagine.gsfc.nasa.gov/hst_bday/images/august-6-2019-andromeda-galaxy.jpg,https://hubblesite.org/contents/news-releases/2015/news-2015-02.html
AUGUST,7,2010,Andromeda Galaxy,"Over 100 million stars are on display in this portion of the Andromeda galaxy, located over 2 million light-years away. This portrait of our galactic neighbor is the largest image yet assembled by Hubble.",https://imagine.gsfc.nasa.gov/hst_bday/images/august-7-2019-andromeda-galaxy.jpg,https://hubblesite.org/contents/news-releases/2015/news-2015-02.html
AUGUST,8,2003,Center of the Crab Nebula,"At the center of the Crab Nebula sits a stellar remnant called a neutron star that has about the same mass as the Sun compressed into a sphere only a few miles across. Spinning 30 times a second, the neutron star shoots out beams of energy that make it look like it's pulsating.",https://imagine.gsfc.nasa.gov/hst_bday/images/august-8-2019-center-of-the-crab-nebula.jpg,https://hubblesite.org/contents/media/images/2016/26/3760-Image.html
AUGUST,9,2011,Andromeda Galaxy,"Over 100 million stars are on display in this portion of the Andromeda galaxy, located over 2 million light-years away. This portrait of our galactic neighbor is the largest image yet assembled by Hubble.",https://imagine.gsfc.nasa.gov/hst_bday/images/august-9-2019-andromeda-galaxy.jpg,https://hubblesite.org/contents/news-releases/2015/news-2015-02.html
AUGUST,10,2008,Nebula NGC 2074,"The nebula NGC 2074 is a firestorm of raw stellar creation, perhaps triggered by a nearby supernova explosion. It lies in a nearby galaxy called the Large Magellanic Cloud, about 170,000 light-years away.",https://imagine.gsfc.nasa.gov/hst_bday/images/august-10-2019-nebula-ngc-2074.jpg,https://hubblesite.org/contents/media/images/2008/31/2397-Image.html
AUGUST,11,2002,Interacting Galaxies Arp 220,"Arp 220 is the result of a collision between two spiral galaxies that began 700 millions years ago. Located about 250 million light-years from Earth, it is one of the nearest galaxy mergers to our planet.",https://imagine.gsfc.nasa.gov/hst_bday/images/august-11-2019-interacting-galaxies-arp-220.jpg,https://hubblesite.org/contents/media/images/2006/26/1940-Image.html
AUGUST,12,2010,Andromeda Galaxy,"Over 100 million stars are on display in this portion of the Andromeda galaxy, located over 2 million light-years away. This portrait of our galactic neighbor is the largest image yet assembled by Hubble.",https://imagine.gsfc.nasa.gov/hst_bday/images/august-12-2019-andromeda-galaxy.jpg,https://hubblesite.org/contents/news-releases/2015/news-2015-02.html
AUGUST,13,1996,Neptune,"This image shows bright clouds and cloud bands wrapping around Neptune. On the giant planet, winds blow at 900 miles per hour and huge storms — some the size of Earth itself — come and go with regularity.",https://imagine.gsfc.nasa.gov/hst_bday/images/august-13-2019-neptune.jpg,https://hubblesite.org/contents/news-releases/1998/news-1998-34.html
AUGUST,14,1997,Galaxy NGC 1808,"This close-up view shows a hotbed of star formation at the center of spiral galaxy NGC 1808. In the image, older stars appear yellow and young stars are blue.",https://imagine.gsfc.nasa.gov/hst_bday/images/august-14-2019-galaxy-ngc-1808.jpg,https://hubblesite.org/contents/media/images/1998/12/631-Image.html
AUGUST,15,2017,Triangulum Galaxy,"This mosaic captures the nearby Triangulum galaxy. Striking areas of star birth glow bright blue throughout the galaxy, particularly in beautiful nebulas of hot gas like star-forming region NGC 604 in the upper left.",https://imagine.gsfc.nasa.gov/hst_bday/images/august-15-2019-triangulum-galaxy.png,https://hubblesite.org/contents/media/images/2019/01/4305-Image.html
AUGUST,16,2011,Andromeda Galaxy,"Over 100 million stars are on display in this portion of the Andromeda galaxy, located over 2 million light-years away. This portrait of our galactic neighbor is the largest image yet assembled by Hubble.",https://imagine.gsfc.nasa.gov/hst_bday/images/august-16-2019-andromeda-galaxy.jpg,https://hubblesite.org/contents/news-releases/2015/news-2015-02.html
AUGUST,17,2004,Supernova in Galaxy NGC 2403,"This image captures a stellar explosion, called a supernova, in the galaxy NGC 2403. The supernova looks like a bright star in the upper-right corner. The brighter star near the top, and other bright stars in the image, reside within our own galaxy.",https://imagine.gsfc.nasa.gov/hst_bday/images/august-17-2019-supernova-in-galaxy-ngc-2403.jpg,https://hubblesite.org/contents/media/images/2004/23/1568-Image.html
AUGUST,18,2003,Asteroid Trail Past Sagittarius Dwarf Irregular Galaxy,"While observing the Sagittarius dwarf irregular galaxy, Hubble captured the trail of a faint asteroid that had drifted across the field of view. The trail is seen as a series of 13 reddish arcs on the right.",https://imagine.gsfc.nasa.gov/hst_bday/images/august-18-2019-asteroid-trail-past-sagittarius-dwarf-irregular-galaxy.jpg,https://hubblesite.org/contents/media/images/2004/31/1602-Image.html
AUGUST,19,2009,Neptune,Neptune is the most distant major planet in our solar system. The bright patches on the planet are clouds composed of methane ice crystals.,https://imagine.gsfc.nasa.gov/hst_bday/images/august-19-2019-neptune.jpg,https://hubblesite.org/contents/media/images/2013/30/3223-Image.html
AUGUST,20,2009,Galaxy M83,"This image of spiral galaxy M83 captures thousands of star clusters, hundreds of thousands of individual stars, and ""ghosts"" of dead stars called supernova remnants.",https://imagine.gsfc.nasa.gov/hst_bday/images/august-20-2019-galaxy-m83.jpg,https://hubblesite.org/contents/media/images/2014/04/3293-Image.html
